"","gene","ensembl_gene_id","Length","transcript_length","cds_length"
"33302","RPS27P29","ENSG00000240231",251,252,NA
"33303","RPS27P5","ENSG00000238183",243,244,NA
"33304","RPS28","ENSG00000233927",2182,1121,NA
"33305","RPS28P1","ENSG00000270912",186,187,NA
"33306","RPS28P1","ENSG00000285273",186,187,NA
"33307","RPS28P7","ENSG00000227097",209,210,NA
"33308","RPS28P8","ENSG00000226093",207,208,NA
"33309","RPS29","ENSG00000213741",28180,588,NA
"33310","RPS29P1","ENSG00000242293",158,159,NA
"33311","RPS29P10","ENSG00000226884",165,166,NA
"33312","RPS29P11","ENSG00000242640",170,171,NA
"33313","RPS29P12","ENSG00000243664",151,152,NA
"33314","RPS29P13","ENSG00000217089",168,169,NA
"33315","RPS29P14","ENSG00000229054",170,171,NA
"33316","RPS29P15","ENSG00000235926",170,171,NA
"33317","RPS29P16","ENSG00000235354",170,171,NA
"33318","RPS29P17","ENSG00000227852",165,166,NA
"33319","RPS29P19","ENSG00000243353",170,171,NA
"33320","RPS29P2","ENSG00000239281",135,136,NA
"33321","RPS29P20","ENSG00000240385",170,171,NA
"33322","RPS29P21","ENSG00000241913",169,170,NA
"33323","RPS29P22","ENSG00000240873",167,168,NA
"33324","RPS29P23","ENSG00000231361",122,123,NA
"33325","RPS29P24","ENSG00000244253",170,171,NA
"33326","RPS29P25","ENSG00000243581",170,171,NA
"33327","RPS29P26","ENSG00000239320",170,171,NA
"33328","RPS29P27","ENSG00000240320",169,170,NA
"33329","RPS29P28","ENSG00000232069",140,141,NA
"33330","RPS29P29","ENSG00000233717",816,171,NA
"33331","RPS29P3","ENSG00000225770",170,171,NA
"33332","RPS29P30","ENSG00000268243",110,111,NA
"33333","RPS29P31","ENSG00000224279",500,164,NA
"33334","RPS29P32","ENSG00000276703",77,78,NA
"33335","RPS29P33","ENSG00000226470",145,146,NA
"33336","RPS29P4","ENSG00000233946",160,161,NA
"33337","RPS29P5","ENSG00000230777",170,171,NA
"33338","RPS29P6","ENSG00000230451",144,145,NA
"33339","RPS29P7","ENSG00000231622",170,171,NA
"33340","RPS29P8","ENSG00000232238",170,171,NA
"33341","RPS29P9","ENSG00000223433",170,171,NA
"33342","RPS2P1","ENSG00000225246",820,821,NA
"33343","RPS2P2","ENSG00000177776",600,601,NA
"33344","RPS2P24","ENSG00000244019",869,870,NA
"33345","RPS2P25","ENSG00000241965",579,580,NA
"33346","RPS2P28","ENSG00000179157",740,741,NA
"33347","RPS2P32","ENSG00000232818",891,892,NA
"33348","RPS2P35","ENSG00000238172",896,897,NA
"33349","RPS2P36","ENSG00000227032",830,831,NA
"33350","RPS2P39","ENSG00000240698",667,668,NA
"33351","RPS2P4","ENSG00000196183",855,856,NA
"33352","RPS2P41","ENSG00000244060",911,603,NA
"33353","RPS2P44","ENSG00000243609",845,846,NA
"33354","RPS2P45","ENSG00000244378",2367,1452,NA
"33355","RPS2P46","ENSG00000189343",882,883,NA
"33356","RPS2P48","ENSG00000233380",881,882,NA
"33357","RPS2P5","ENSG00000240342",878,879,NA
"33358","RPS2P52","ENSG00000213726",819,820,NA
"33359","RPS2P55","ENSG00000216866",882,883,NA
"33360","RPS2P6","ENSG00000214255",894,895,NA
"33361","RPS2P6","ENSG00000285060",894,895,NA
"33362","RPS2P7","ENSG00000235508",884,885,NA
"33363","RPS3","ENSG00000149273",22765,754,NA
"33364","RPS3A","ENSG00000145425",5018,680,NA
"33365","RPS3AP1","ENSG00000233206",319,320,NA
"33366","RPS3AP12","ENSG00000236804",752,753,NA
"33367","RPS3AP14","ENSG00000242229",779,780,NA
"33368","RPS3AP15","ENSG00000244674",780,781,NA
"33369","RPS3AP15","ENSG00000288476",780,781,NA
"33370","RPS3AP17","ENSG00000244031",1114,777,NA
"33371","RPS3AP2","ENSG00000219027",753,754,NA
"33372","RPS3AP22","ENSG00000240083",768,769,NA
"33373","RPS3AP23","ENSG00000218351",853,735,NA
"33374","RPS3AP24","ENSG00000217684",733,734,NA
"33375","RPS3AP25","ENSG00000232385",792,793,NA
"33376","RPS3AP26","ENSG00000214389",783,784,NA
"33377","RPS3AP29","ENSG00000237818",768,769,NA
"33378","RPS3AP3","ENSG00000231241",241,242,NA
"33379","RPS3AP30","ENSG00000228744",847,848,NA
"33380","RPS3AP30","ENSG00000285129",847,848,NA
"33381","RPS3AP32","ENSG00000240047",765,766,NA
"33382","RPS3AP33","ENSG00000214268",662,663,NA
"33383","RPS3AP33","ENSG00000285381",662,663,NA
"33384","RPS3AP34","ENSG00000242607",780,781,NA
"33385","RPS3AP34","ENSG00000284920",780,781,NA
"33386","RPS3AP35","ENSG00000244289",780,781,NA
"33387","RPS3AP35","ENSG00000284751",780,781,NA
"33388","RPS3AP36","ENSG00000214362",774,775,NA
"33389","RPS3AP37","ENSG00000227583",744,745,NA
"33390","RPS3AP38","ENSG00000226318",762,763,NA
"33391","RPS3AP39","ENSG00000237226",774,775,NA
"33392","RPS3AP4","ENSG00000259105",1058,764,NA
"33393","RPS3AP40","ENSG00000243672",780,781,NA
"33394","RPS3AP41","ENSG00000239481",777,778,NA
"33395","RPS3AP42","ENSG00000244244",783,784,NA
"33396","RPS3AP43","ENSG00000242661",780,781,NA
"33397","RPS3AP44","ENSG00000234031",789,790,NA
"33398","RPS3AP46","ENSG00000226132",681,682,NA
"33399","RPS3AP47","ENSG00000205871",791,792,NA
"33400","RPS3AP49","ENSG00000242060",789,790,NA
"33401","RPS3AP5","ENSG00000178429",820,821,NA
"33402","RPS3AP50","ENSG00000243864",1298,803,NA
"33403","RPS3AP52","ENSG00000230405",296,297,NA
"33404","RPS3AP53","ENSG00000227578",777,778,NA
"33405","RPS3AP54","ENSG00000229057",1368,734,NA
"33406","RPS3AP6","ENSG00000234797",794,795,NA
"33407","RPS3AP9","ENSG00000231022",791,792,NA
"33408","RPS3P1","ENSG00000230935",191,192,NA
"33409","RPS3P2","ENSG00000231307",700,701,NA
"33410","RPS3P6","ENSG00000213363",604,605,NA
"33411","RPS3P7","ENSG00000243101",725,726,NA
"33412","RPS4X","ENSG00000198034",21569,610,NA
"33413","RPS4XP1","ENSG00000214203",786,787,NA
"33414","RPS4XP10","ENSG00000244217",730,731,NA
"33415","RPS4XP11","ENSG00000234335",771,772,NA
"33416","RPS4XP12","ENSG00000244400",708,709,NA
"33417","RPS4XP13","ENSG00000240371",788,789,NA
"33418","RPS4XP14","ENSG00000243663",780,781,NA
"33419","RPS4XP14","ENSG00000284817",780,781,NA
"33420","RPS4XP15","ENSG00000240721",5934,795,NA
"33421","RPS4XP16","ENSG00000224892",7151,791,NA
"33422","RPS4XP17","ENSG00000244097",753,754,NA
"33423","RPS4XP17","ENSG00000284153",753,754,NA
"33424","RPS4XP18","ENSG00000239490",762,763,NA
"33425","RPS4XP19","ENSG00000242058",735,736,NA
"33426","RPS4XP2","ENSG00000226948",57390,1672,NA
"33427","RPS4XP20","ENSG00000249987",771,772,NA
"33428","RPS4XP21","ENSG00000186008",749,750,NA
"33429","RPS4XP22","ENSG00000239830",779,780,NA
"33430","RPS4XP23","ENSG00000239253",236,237,NA
"33431","RPS4XP3","ENSG00000214541",412,413,NA
"33432","RPS4XP4","ENSG00000215520",762,763,NA
"33433","RPS4XP5","ENSG00000229920",1583,1051,NA
"33434","RPS4XP6","ENSG00000244073",796,797,NA
"33435","RPS4XP7","ENSG00000218265",779,780,NA
"33436","RPS4XP8","ENSG00000219146",770,771,NA
"33437","RPS4XP9","ENSG00000217404",811,780,NA
"33438","RPS4Y1","ENSG00000129824",90398,904.5,NA
"33439","RPS4Y2","ENSG00000280969",24924,848,792
"33440","RPS5","ENSG00000083845",8406,800,NA
"33441","RPS5P2","ENSG00000224598",639,640,NA
"33442","RPS5P3","ENSG00000215088",615,616,NA
"33443","RPS5P3","ENSG00000262148",615,616,NA
"33444","RPS5P7","ENSG00000225381",607,608,NA
"33445","RPS6","ENSG00000137154",4521,892,NA
"33446","RPS6KA1","ENSG00000117676",45269,586,NA
"33447","RPS6KA1","ENSG00000281877",45269,586,NA
"33448","RPS6KA2","ENSG00000071242",497087,817,NA
"33449","RPS6KA2-AS1","ENSG00000231654",1137,627,NA
"33450","RPS6KA2-IT1","ENSG00000232082",4720,579,NA
"33451","RPS6KA3","ENSG00000177189",117608,2830.5,NA
"33452","RPS6KA4","ENSG00000162302",13067,1508,NA
"33453","RPS6KA5","ENSG00000100784",212780,2183.5,NA
"33454","RPS6KA6","ENSG00000072133",129853,4386.5,NA
"33455","RPS6KB1","ENSG00000108443",57528,814.5,NA
"33456","RPS6KB2","ENSG00000175634",6941,755,NA
"33457","RPS6KB2-AS1","ENSG00000255949",4032,470,NA
"33458","RPS6KC1","ENSG00000136643",223541,4188,NA
"33459","RPS6KL1","ENSG00000198208",19442,1436.5,NA
"33460","RPS6P12","ENSG00000233309",725,726,NA
"33461","RPS6P14","ENSG00000225482",718,719,NA
"33462","RPS6P15","ENSG00000230809",750,751,NA
"33463","RPS6P16","ENSG00000243250",654,655,NA
"33464","RPS6P2","ENSG00000231541",1004,705,NA
"33465","RPS6P20","ENSG00000226356",1108,1109,NA
"33466","RPS6P21","ENSG00000243499",754,755,NA
"33467","RPS6P22","ENSG00000244390",725,726,NA
"33468","RPS6P22","ENSG00000262159",725,726,NA
"33469","RPS6P23","ENSG00000230871",897,722,NA
"33470","RPS6P25","ENSG00000240616",747,748,NA
"33471","RPS6P4","ENSG00000244571",757,758,NA
"33472","RPS6P7","ENSG00000219253",552,553,NA
"33473","RPS6P8","ENSG00000224221",729,730,NA
"33474","RPS7","ENSG00000171863",5660,707,NA
"33475","RPS7P1","ENSG00000263266",584,585,NA
"33476","RPS7P10","ENSG00000226525",602,603,NA
"33477","RPS7P11","ENSG00000213326",585,586,NA
"33478","RPS7P11","ENSG00000282052",585,586,NA
"33479","RPS7P12","ENSG00000237432",581,582,NA
"33480","RPS7P13","ENSG00000235425",497,498,NA
"33481","RPS7P14","ENSG00000213695",582,583,NA
"33482","RPS7P15","ENSG00000237170",699,584,NA
"33483","RPS7P2","ENSG00000231837",1097,607,NA
"33484","RPS7P3","ENSG00000231940",579,580,NA
"33485","RPS7P4","ENSG00000229133",581,582,NA
"33486","RPS7P5","ENSG00000217327",580,581,NA
"33487","RPS7P6","ENSG00000215278",578,579,NA
"33488","RPS7P7","ENSG00000240167",570,571,NA
"33489","RPS7P8","ENSG00000213183",580,581,NA
"33490","RPS7P9","ENSG00000233353",585,586,NA
"33491","RPS8","ENSG00000142937",3528,815,NA
"33492","RPS8P10","ENSG00000223877",621,622,NA
"33493","RPS8P3","ENSG00000215457",621,622,NA
"33494","RPS8P4","ENSG00000227437",626,627,NA
"33495","RPS8P6","ENSG00000231660",608,609,NA
"33496","RPS9","ENSG00000170889",48194,772,NA
"33497","RPS9","ENSG00000274005",6787,593.5,502.5
"33498","RPS9","ENSG00000274626",6787,593.5,502.5
"33499","RPS9","ENSG00000274646",48130,798,NA
"33500","RPS9","ENSG00000274950",48180,787,NA
"33501","RPS9","ENSG00000275323",6787,593.5,502.5
"33502","RPS9","ENSG00000277079",6787,593.5,502.5
"33503","RPS9","ENSG00000277359",6787,593.5,502.5
"33504","RPS9","ENSG00000278081",6787,593.5,502.5
"33505","RPS9","ENSG00000278270",48252,829,NA
"33506","RPS9P1","ENSG00000214889",582,583,NA
"33507","RPSA","ENSG00000168028",5826,874,NA
"33508","RPSAP1","ENSG00000228820",879,880,NA
"33509","RPSAP10","ENSG00000224439",877,878,NA
"33510","RPSAP11","ENSG00000237433",880,881,NA
"33511","RPSAP12","ENSG00000240087",887,888,NA
"33512","RPSAP13","ENSG00000233924",874,875,NA
"33513","RPSAP14","ENSG00000233984",358,359,NA
"33514","RPSAP15","ENSG00000237506",860,861,NA
"33515","RPSAP16","ENSG00000235145",820,821,NA
"33516","RPSAP17","ENSG00000226855",882,883,NA
"33517","RPSAP18","ENSG00000224261",885,886,NA
"33518","RPSAP19","ENSG00000183298",879,880,NA
"33519","RPSAP2","ENSG00000237425",887,888,NA
"33520","RPSAP2","ENSG00000248563",887,888,NA
"33521","RPSAP2","ENSG00000249814",887,888,NA
"33522","RPSAP20","ENSG00000229871",889,890,NA
"33523","RPSAP21","ENSG00000226498",884,885,NA
"33524","RPSAP22","ENSG00000229648",850,851,NA
"33525","RPSAP23","ENSG00000230391",882,883,NA
"33526","RPSAP24","ENSG00000235414",872,873,NA
"33527","RPSAP25","ENSG00000230384",882,883,NA
"33528","RPSAP26","ENSG00000242735",740,741,NA
"33529","RPSAP27","ENSG00000233869",849,850,NA
"33530","RPSAP28","ENSG00000214484",873,874,NA
"33531","RPSAP29","ENSG00000244722",868,869,NA
"33532","RPSAP3","ENSG00000242952",886,887,NA
"33533","RPSAP31","ENSG00000234371",3525,805.5,NA
"33534","RPSAP32","ENSG00000238075",525,526,NA
"33535","RPSAP33","ENSG00000226765",864,865,NA
"33536","RPSAP34","ENSG00000239939",735,736,NA
"33537","RPSAP35","ENSG00000237684",817,818,NA
"33538","RPSAP36","ENSG00000243175",1260,1065,NA
"33539","RPSAP37","ENSG00000241888",1308,821,NA
"33540","RPSAP38","ENSG00000239694",880,881,NA
"33541","RPSAP39","ENSG00000244002",882,883,NA
"33542","RPSAP4","ENSG00000239269",887,888,NA
"33543","RPSAP40","ENSG00000231368",890,891,NA
"33544","RPSAP41","ENSG00000239626",859,860,NA
"33545","RPSAP42","ENSG00000219463",877,878,NA
"33546","RPSAP43","ENSG00000216471",624,625,NA
"33547","RPSAP44","ENSG00000220773",883,884,NA
"33548","RPSAP45","ENSG00000219773",873,874,NA
"33549","RPSAP46","ENSG00000213394",881,882,NA
"33550","RPSAP47","ENSG00000188856",887,888,NA
"33551","RPSAP48","ENSG00000240590",888,889,NA
"33552","RPSAP49","ENSG00000226327",885,886,NA
"33553","RPSAP5","ENSG00000243904",883,884,NA
"33554","RPSAP50","ENSG00000224776",851,852,NA
"33555","RPSAP51","ENSG00000244131",644,645,NA
"33556","RPSAP52","ENSG00000241749",68977,1023,NA
"33557","RPSAP53","ENSG00000214263",861,862,NA
"33558","RPSAP54","ENSG00000213621",885,886,NA
"33559","RPSAP55","ENSG00000214896",875,876,NA
"33560","RPSAP57","ENSG00000267524",831,832,NA
"33561","RPSAP58","ENSG00000225178",887,888,NA
"33562","RPSAP59","ENSG00000233071",889,890,NA
"33563","RPSAP6","ENSG00000214629",881,882,NA
"33564","RPSAP60","ENSG00000228965",879,880,NA
"33565","RPSAP61","ENSG00000214016",877,878,NA
"33566","RPSAP62","ENSG00000226299",832,833,NA
"33567","RPSAP63","ENSG00000233260",887,888,NA
"33568","RPSAP64","ENSG00000227721",335,336,NA
"33569","RPSAP65","ENSG00000223683",594,595,NA
"33570","RPSAP66","ENSG00000266943",931,606,NA
"33571","RPSAP67","ENSG00000266858",2733,862,NA
"33572","RPSAP68","ENSG00000279990",437,438,NA
"33573","RPSAP69","ENSG00000233487",3668,714.5,NA
"33574","RPSAP7","ENSG00000237032",884,885,NA
"33575","RPSAP70","ENSG00000250327",947,864,NA
"33576","RPSAP71","ENSG00000254256",2098,872,NA
"33577","RPSAP72","ENSG00000219361",357,358,NA
"33578","RPSAP73","ENSG00000274319",329,330,NA
"33579","RPSAP74","ENSG00000253621",392,393,NA
"33580","RPSAP75","ENSG00000270954",300,301,NA
"33581","RPSAP76","ENSG00000235332",1172,853,NA
"33582","RPSAP8","ENSG00000230592",888,889,NA
"33583","RPSAP9","ENSG00000234618",887,888,NA
"33584","RPTN","ENSG00000215853",5633,3569,2355
"33585","RPTOR","ENSG00000141564",421552,2373.5,NA
"33586","RPUSD1","ENSG00000007376",3423,947,527.5
"33587","RPUSD2","ENSG00000166133",5650,1558,1455
"33588","RPUSD3","ENSG00000156990",6753,955,NA
"33589","RPUSD4","ENSG00000165526",9596,1030,NA
"33590","RRAD","ENSG00000166592",3857,681,NA
"33591","RRAGA","ENSG00000155876",1598,1599,942
"33592","RRAGB","ENSG00000083750",41035,676.5,NA
"33593","RRAGC","ENSG00000116954",21574,1618.5,NA
"33594","RRAGD","ENSG00000025039",47657,4042,NA
"33595","RRAS","ENSG00000126458",4851,810,NA
"33596","RRAS2","ENSG00000133818",86584,982,384
"33597","RRBP1","ENSG00000125844",68617,2485,NA
"33598","RREB1","ENSG00000124782",144383,4676,NA
"33599","RRH","ENSG00000180245",21151,5486,NA
"33600","RRM1","ENSG00000167325",44225,611,NA
"33601","RRM1-AS1","ENSG00000255276",1141,346,NA
"33602","RRM2","ENSG00000171848",91027,787,NA
"33603","RRM2B","ENSG00000048392",34616,603,NA
"33604","RRM2P2","ENSG00000236484",651,652,NA
"33605","RRM2P3","ENSG00000214018",1162,1163,NA
"33606","RRM2P4","ENSG00000235598",561,562,NA
"33607","RRN3","ENSG00000085721",34295,2083.5,NA
"33608","RRN3","ENSG00000278494",34299,2083.5,NA
"33609","RRN3P1","ENSG00000248124",24304,1882.5,NA
"33610","RRN3P2","ENSG00000103472",41742,1875,NA
"33611","RRN3P3","ENSG00000257122",19043,1972,NA
"33612","RRNAD1","ENSG00000143303",8518,649,NA
"33613","RRP1","ENSG00000160214",15780,1017,NA
"33614","RRP12","ENSG00000052749",69718,833,NA
"33615","RRP15","ENSG00000067533",52690,4128.5,NA
"33616","RRP1B","ENSG00000160208",36519,4856,NA
"33617","RRP36","ENSG00000124541",12533,1005,NA
"33618","RRP7A","ENSG00000189306",11452,687,NA
"33619","RRP7BP","ENSG00000182841",26815,1778,NA
"33620","RRP8","ENSG00000132275",8544,1126,NA
"33621","RRP9","ENSG00000114767",8475,1542,1428
"33622","RRS1","ENSG00000179041",1719,1720,1098
"33623","RRS1-AS1","ENSG00000246145",9388,4366,NA
"33624","RS1","ENSG00000102104",32199,2028,NA
"33625","RSAD1","ENSG00000136444",7114,979.5,NA
"33626","RSAD2","ENSG00000134321",32433,584,NA
"33627","RSBN1","ENSG00000081019",50644,3237.5,NA
"33628","RSBN1L","ENSG00000187257",86563,720,NA
"33629","RSC1A1","ENSG00000215695",1853,1854,1854
"33630","RSF1","ENSG00000048649",161021,728,NA
"33631","RSF1-IT1","ENSG00000255409",888,632,NA
"33632","RSF1-IT2","ENSG00000254985",699,566,NA
"33633","RSKR","ENSG00000167524",6236,652.5,NA
"33634","RSL1D1","ENSG00000171490",17730,762.5,NA
"33635","RSL24D1","ENSG00000137876",16243,523.5,NA
"33636","RSL24D1P1","ENSG00000218069",492,493,NA
"33637","RSL24D1P11","ENSG00000231544",490,491,NA
"33638","RSL24D1P2","ENSG00000230595",365,366,NA
"33639","RSL24D1P3","ENSG00000231556",494,495,NA
"33640","RSL24D1P4","ENSG00000215800",483,484,NA
"33641","RSL24D1P5","ENSG00000257664",490,491,NA
"33642","RSL24D1P6","ENSG00000224452",400,401,NA
"33643","RSL24D1P8","ENSG00000237273",491,492,NA
"33644","RSL24D1P9","ENSG00000265402",471,472,NA
"33645","RSPH1","ENSG00000160188",23760,1300,NA
"33646","RSPH10B","ENSG00000155026",45133,1200.5,NA
"33647","RSPH10B2","ENSG00000169402",45256,784,NA
"33648","RSPH14","ENSG00000100218",85606,519,222
"33649","RSPH3","ENSG00000130363",27316,2039.5,NA
"33650","RSPH4A","ENSG00000111834",16506,2704,1803
"33651","RSPH6A","ENSG00000104941",19595,2306,2031
"33652","RSPH9","ENSG00000172426",27564,2565.5,876
"33653","RSPO1","ENSG00000169218",23542,2397,751.5
"33654","RSPO2","ENSG00000147655",184326,674,NA
"33655","RSPO3","ENSG00000146374",80810,1290,NA
"33656","RSPO4","ENSG00000101282",43859,1739.5,612
"33657","RSPRY1","ENSG00000159579",54332,695.5,NA
"33658","RSRC1","ENSG00000174891",439875,1039,NA
"33659","RSRC2","ENSG00000111011",23546,932,NA
"33660","RSRP1","ENSG00000117616",95964,700.5,NA
"33661","RSU1","ENSG00000148484",226852,3639,NA
"33662","RSU1P1","ENSG00000230425",11302,441,NA
"33663","RSU1P2","ENSG00000232554",55119,1240,NA
"33664","RSU1P3","ENSG00000213659",834,835,NA
"33665","RTBDN","ENSG00000132026",9950,692,580
"33666","RTCA","ENSG00000137996",26562,731,NA
"33667","RTCA-AS1","ENSG00000224616",14651,2931,NA
"33668","RTCB","ENSG00000100220",24666,611,NA
"33669","RTEL1","ENSG00000258366",38443,1339,NA
"33670","RTEL1-TNFRSF6B","ENSG00000026036",39384,5751,NA
"33671","RTEL1P1","ENSG00000251441",14824,2416.5,NA
"33672","RTF1","ENSG00000137815",75155,485,NA
"33673","RTF2","ENSG00000022277",50864,852,NA
"33674","RTKN","ENSG00000114993",16587,853,NA
"33675","RTKN2","ENSG00000182010",85809,2383,927
"33676","RTL1","ENSG00000254656",23969,4795.5,4077
"33677","RTL10","ENSG00000215012",8758,6523,NA
"33678","RTL3","ENSG00000179300",3260,2649,1428
"33679","RTL4","ENSG00000187823",2612,2613,933
"33680","RTL5","ENSG00000242732",4791,4222,1710
"33681","RTL6","ENSG00000188636",5650,5419,720
"33682","RTL8A","ENSG00000203950",1264,789.5,NA
"33683","RTL8B","ENSG00000212747",2029,2030,342
"33684","RTL8C","ENSG00000134590",1191,616,NA
"33685","RTL9","ENSG00000243978",97518,5225,4167
"33686","RTN1","ENSG00000139970",274800,1703,NA
"33687","RTN2","ENSG00000125744",11761,798.5,NA
"33688","RTN3","ENSG00000133318",78445,1199.5,NA
"33689","RTN3P1","ENSG00000251333",710,711,NA
"33690","RTN4","ENSG00000115310",140434,1898,NA
"33691","RTN4IP1","ENSG00000130347",58727,623.5,NA
"33692","RTN4R","ENSG00000040608",41831,1224.5,NA
"33693","RTN4RL1","ENSG00000185924",90657,3614,1326
"33694","RTN4RL2","ENSG00000186907",17006,637,615
"33695","RTP1","ENSG00000175077",3976,2214,792
"33696","RTP2","ENSG00000198471",4298,1346,678
"33697","RTP3","ENSG00000163825",2974,837,699
"33698","RTP4","ENSG00000136514",3691,1501,741
"33699","RTP5","ENSG00000188011",4223,2449,943.5
"33700","RTP5","ENSG00000277949",4223,2449,943.5
"33701","RTRAF","ENSG00000087302",21180,683,NA
"33702","RTTN","ENSG00000176225",202695,2355,NA
"33703","RUBCN","ENSG00000145016",80860,1271,NA
"33704","RUBCNL","ENSG00000102445",96190,2742.5,NA
"33705","RUFY1","ENSG00000176783",59458,919,NA
"33706","RUFY1","ENSG00000284260",61077,919,NA
"33707","RUFY2","ENSG00000204130",66187,2033,NA
"33708","RUFY3","ENSG00000018189",104415,582,NA
"33709","RUFY4","ENSG00000188282",55621,645.5,NA
"33710","RUNDC1","ENSG00000198863",13125,1439,NA
"33711","RUNDC3A","ENSG00000108309",10257,1821,NA
"33712","RUNDC3A-AS1","ENSG00000267750",15741,1645.5,NA
"33713","RUNDC3B","ENSG00000105784",204748,764,NA
"33714","RUNX1","ENSG00000159216",1216866,1582,NA
"33715","RUNX1T1","ENSG00000079102",148319,630.5,NA
"33716","RUNX2","ENSG00000124813",336192,2282,NA
"33717","RUNX2-AS1","ENSG00000261080",3424,1513,NA
"33718","RUNX3","ENSG00000020633",65610,2629,NA
"33719","RUSC1","ENSG00000160753",10220,1428,NA
"33720","RUSC1-AS1","ENSG00000225855",7313,1689.5,NA
"33721","RUSC2","ENSG00000198853",71787,5218,NA
"33722","RUVBL1","ENSG00000175792",89136,1013,NA
"33723","RUVBL1","ENSG00000284901",96043,1013,NA
"33724","RUVBL1-AS1","ENSG00000239608",3246,588,NA
"33725","RUVBL2","ENSG00000183207",22408,886,NA
"33726","RWDD1","ENSG00000111832",26266,719,NA
"33727","RWDD2A","ENSG00000013392",5578,3769,879
"33728","RWDD2B","ENSG00000156253",14976,1625,NA
"33729","RWDD3","ENSG00000122481",13015,1068,NA
"33730","RWDD4","ENSG00000182552",19568,1551,282
"33731","RWDD4P1","ENSG00000244490",564,565,NA
"33732","RWDD4P2","ENSG00000175741",562,563,NA
"33733","RXFP1","ENSG00000171509",338061,2735,NA
"33734","RXFP2","ENSG00000133105",63863,3033.5,2229
"33735","RXFP3","ENSG00000182631",2532,2533,1410
"33736","RXFP3","ENSG00000277069",1851,1852,1410
"33737","RXFP4","ENSG00000173080",1239,1240,1125
"33738","RXRA","ENSG00000186350",123487,5215,NA
"33739","RXRB","ENSG00000204231",7100,1977,NA
"33740","RXRB","ENSG00000206289",7101,1653.5,NA
"33741","RXRB","ENSG00000227322",7263,1292,NA
"33742","RXRB","ENSG00000228333",7100,1653.5,NA
"33743","RXRB","ENSG00000231321",7086,1653.5,NA
"33744","RXRB","ENSG00000235712",7097,1652.5,NA
"33745","RXRG","ENSG00000143171",44433,1378,NA
"33746","RXYLT1","ENSG00000118600",29720,1726.5,NA
"33747","RXYLT1-AS1","ENSG00000255850",17417,922.5,NA
"33748","RYBP","ENSG00000163602",74796,7215,655
"33749","RYK","ENSG00000163785",185441,1258,NA
"33750","RYKP1","ENSG00000263219",1737,1738,NA
"33751","RYR1","ENSG00000196218",153865,853,NA
"33752","RYR2","ENSG00000198626",791804,3981,NA
"33753","RYR3","ENSG00000198838",555176,161,NA
"33754","S100A1","ENSG00000160678",4113,594,NA
"33755","S100A10","ENSG00000197747",10944,521,NA
"33756","S100A11","ENSG00000163191",15401,560,NA
"33757","S100A11P1","ENSG00000237632",311,312,NA
"33758","S100A11P2","ENSG00000236592",311,312,NA
"33759","S100A12","ENSG00000163221",1910,485,279
"33760","S100A13","ENSG00000189171",12573,632.5,NA
"33761","S100A14","ENSG00000189334",2731,1039.5,NA
"33762","S100A15A","ENSG00000224784",180,181,NA
"33763","S100A16","ENSG00000188643",6259,956,NA
"33764","S100A2","ENSG00000196754",6782,556,297
"33765","S100A3","ENSG00000188015",1929,660.5,306
"33766","S100A4","ENSG00000196154",6523,551.5,NA
"33767","S100A5","ENSG00000196420",4618,608,279
"33768","S100A6","ENSG00000197956",1645,479,NA
"33769","S100A7","ENSG00000143556",2907,435.5,306
"33770","S100A7A","ENSG00000184330",6702,491,306
"33771","S100A7L2","ENSG00000197364",2891,339,306
"33772","S100A7P1","ENSG00000203781",1381,275,NA
"33773","S100A8","ENSG00000143546",1041,495,NA
"33774","S100A9","ENSG00000163220",3169,573,345
"33775","S100B","ENSG00000160307",6604,971,279
"33776","S100G","ENSG00000169906",4512,455,240
"33777","S100P","ENSG00000163993",3292,392,NA
"33778","S100PBP","ENSG00000116497",42108,562,NA
"33779","S100Z","ENSG00000171643",71649,1017,300
"33780","S1PR1","ENSG00000170989",6848,2607,NA
"33781","S1PR2","ENSG00000267534",9898,3643,1062
"33782","S1PR3","ENSG00000213694",14292,4829,NA
"33783","S1PR4","ENSG00000125910",7986,988.5,NA
"33784","S1PR5","ENSG00000180739",5189,1944.5,981
"33785","SAA1","ENSG00000173432",3717,565,369
"33786","SAA1","ENSG00000288411",3717,565,369
"33787","SAA2","ENSG00000134339",9420,648.5,355.5
"33788","SAA2-SAA4","ENSG00000255071",17212,743,627
"33789","SAA3P","ENSG00000166787",3660,503.5,NA
"33790","SAA4","ENSG00000148965",5447,630,393
"33791","SAAL1","ENSG00000166788",36152,660,NA
"33792","SAC3D1","ENSG00000168061",3927,1366,NA
"33793","SACM1L","ENSG00000211456",56353,950,NA
"33794","SACS","ENSG00000151835",104914,3674,NA
"33795","SACS-AS1","ENSG00000229558",9898,2234,NA
"33796","SAE1","ENSG00000142230",97362,1978.5,624.5
"33797","SAFB","ENSG00000160633",45443,1177.5,NA
"33798","SAFB2","ENSG00000130254",37047,633,NA
"33799","SAG","ENSG00000130561",39239,561.5,NA
"33800","SAG","ENSG00000281857",39239,561.5,NA
"33801","SAGE1","ENSG00000181433",23856,2879,2715
"33802","SAGE2P","ENSG00000198022",12560,2126,NA
"33803","SAGE3P","ENSG00000277486",5133,1635,NA
"33804","SAGE4P","ENSG00000224539",16504,3381,NA
